Date,WS,Elev,Hor,pH,ANC,H4SiO4,Na+,K+,Ca2+,CaFLAG,Mg2+,Alt,Alm,Alo,NH4+,F-,Cl-,SO4=,NO3-,DIC,DOC,TN
12/11/96,1,1,Bs,4.75,-999.99,23.4,17.6,3,6.4,N,2.8,15.6,20.2,1.9,20,0.6,22.1,35.4,17.2,120,294,52.5
12/11/96,1,1,Oa,4.72,-999.99,22.4,20,6.2,6.4,N,3,16.5,15,3,10.2,0.6,22.9,33.3,13.3,109,223,30.9
12/11/96,1,2,Bs,3.81,-999.99,57.3,27.2,10.8,10,N,11.9,11.4,17.1,12.7,30,0.7,24.2,51.9,14.1,216,1408,74.1
12/11/96,1,2,Oa,3.66,-999.99,58.5,25.7,14,10,N,12.2,15.7,18.4,13.2,31.6,1.1,36.2,72,27,242,1345,86
12/11/96,1,3,Bh,4.57,-999.99,49.8,27.2,3.1,7.1,N,6,24.8,27.9,4.3,15.5,1,32.9,46.3,18.2,157,315,45.1
12/11/96,1,3,Bs,4.57,-999.99,51.6,27.9,2.2,6.4,N,5.7,25.5,27.7,3.8,21.1,1.1,32.7,45.9,18.9,188,272,45.8
12/11/96,1,3,Oa,4.3,-999.99,49,26.9,5,7.8,N,6.5,26.5,27.7,5.4,8.1,0.9,31.2,45,36.8,247,339,56.2
12/11/96,1,4,Bh,4.51,-999.99,93.7,37,9.1,35.7,N,11.8,25.6,25.6,8.6,15.3,0.9,22.1,32.9,110.9,139,509,135.8
12/11/96,1,4,Bs,4.58,-999.99,80.7,29.9,5.1,24.7,N,6.9,26.2,25.6,8.8,17.3,1,19.7,35.2,56.3,129,530,85.2
12/11/96,1,4,Oa,4.38,-999.99,91.3,33.6,6.7,28.3,N,8.1,27,27.3,9.6,15.7,1.1,23.4,31.8,97,171,691,137.3
12/11/96,1,5,Bh,4.45,-999.99,58.7,29.9,7.9,23.9,N,8,15.7,18.4,6.1,0.4,1.7,21.6,45.3,29,146,420,48.8
12/11/96,1,5,Bs,4.57,-999.99,58.5,28.7,3.2,19.5,N,6.3,15,17.6,5.6,0.4,2,19.9,45.4,5.8,155,488,32.4
12/11/96,1,5,Oa,4.64,-999.99,57.9,29.6,3.6,21,N,6.4,15.8,18.1,5.6,0.6,1.7,22.5,46.1,7.5,110,387,30.2
12/11/96,1,6,Bh,4.86,-999.99,69,29.4,1.7,18.1,N,5.3,12.7,15.4,3.2,7.7,1.8,23.8,42.7,2.3,198,359,35
12/11/96,1,6,Bs,4.87,-999.99,69.9,29.3,1.9,17.3,N,5.3,13.7,16.2,3.4,0.8,1.9,24.2,42.9,2.5,136,312,28
12/11/96,1,6,Oa,4.81,-999.99,70.4,28.8,3.1,18.8,N,5.5,13.4,15.3,3.8,2,1.8,24.2,42.5,4.1,153,397,42.1
12/11/96,1,7,Bh,5.08,-999.99,72.9,33.2,3.4,28.3,N,8.4,9.7,10.9,5.6,1.9,1.8,24.6,39.7,1.7,240,396,20.5
12/11/96,1,7,Bs,5.21,-999.99,76.2,33.8,1.6,29.1,N,9,6,7.1,3.6,0.4,1.8,25.7,42,2,219,264,15.3
12/11/96,1,7,Oa,5.15,-999.99,76.7,35.3,11.7,32,N,9.3,8.2,9,7.1,19,1.8,27.2,40.9,2.8,201,521,36.1
1/6/97,1,1,Bs,4.81,-999.99,-999.99,22,2.7,4.9,N,1.6,17.2,-999.99,-999.99,0.2,-999.99,18.1,35.2,13.4,92,-999.99,-999.99
1/6/97,1,1,Oa,4.75,-999.99,21.9,22,3.2,6.4,N,1.9,16.6,17.5,2.2,16.7,0.6,16.4,36.2,27.1,93,158,46.2
1/6/97,1,2,Bs,3.91,-999.99,43.4,21.8,8.7,7.8,N,8,16.1,14.3,12,12.5,0.6,12.6,40.7,11.2,190,1785,44.7
1/6/97,1,2,Oa,4.02,-999.99,58.1,23.2,16.5,13,N,10,20.9,19.7,17.7,39.4,0.9,14.8,46.7,5.3,255,2175,68.1
1/6/97,1,3,Bh,4.61,-999.99,48.1,27.8,2,5.6,N,4.7,26.8,28.9,3.5,7,1.1,22.5,48,11.4,278,321,29.3
1/6/97,1,3,Bs,4.66,-999.99,48.1,27.8,2,5.6,N,4.2,24.5,29,3.3,14.2,1.1,22.2,46.5,16.1,319,256,33.7
1/6/97,1,3,Oa,4.53,-999.99,45.8,27.3,1.4,4.9,N,4.2,24.1,25.3,3.7,2.9,1,22.6,47.7,9.3,257,249,15.4
1/6/97,1,4,Bh,4.6,-999.99,31.7,24.3,5.2,31.3,N,8.3,21.8,21.1,7.2,2.7,0.8,11.9,35.3,66,168,453,78.4
1/6/97,1,4,Bs,4.65,-999.99,32.8,22.7,5.8,29.1,N,7.4,23.4,23.3,8.2,5.4,0.9,11.1,33.8,55.2,165,515,65.9
1/6/97,1,4,Oa,3.93,-999.99,15.4,17.9,15.9,17.3,N,4.7,6.2,9.2,8.5,1.7,0.4,9.8,33.2,75.9,160,1163,99.6
1/6/97,1,5,Bh,4.5,-999.99,61.9,30.8,4.8,21,N,7.1,15,15.8,5,0.5,2,17,47,21.9,188,390,32.1
1/6/97,1,5,Bs,4.58,-999.99,61.2,29.6,3.9,18.1,N,6.3,14.9,15.8,5,0.6,2,16.4,46,8.5,137,412,25
1/6/97,1,5,Oa,4.62,-999.99,60.1,28.8,2.6,18.8,N,5.9,15.4,16.3,4.9,2.5,2.1,16.6,47.8,3.2,211,329,7.3
1/6/97,1,6,Bh,4.85,-999.99,68.7,27.2,1.3,15.9,N,4.7,14.2,15.3,2.7,0.3,2.2,17.2,42.8,1.2,185,376,27.8
1/6/97,1,6,Bs,4.88,-999.99,69.9,27.3,1.4,15.1,N,4.6,13.4,15.1,2.7,1.7,2.2,17.4,43.3,1.4,188,324,25.1
1/6/97,1,6,Oa,4.83,-999.99,68.7,27.2,1.7,14.4,N,4.5,14.7,14.2,2.7,1.7,2.1,17.2,42.7,1.9,178,309,20
1/6/97,1,7,Bh,5.13,-999.99,73.7,32.3,1.1,23.2,N,7.4,8,8.6,2.5,0.8,1.5,18.5,43,0.7,216,211,6.6
1/6/97,1,7,Bs,5.1,-999.99,72.3,33,1,22.5,N,7.4,8,9.2,2.5,0.5,1.8,19.1,43.1,0.7,144,204,3
1/6/97,1,7,Oa,5.24,-999.99,71.1,33,2.6,24.7,N,7.6,7.5,7.5,2.7,2.7,1.7,16.1,43.4,0.8,253,247,10.1
2/6/97,1,2,Oa,4.03,-999.99,66.8,28.2,45.4,15.1,N,24.7,14.2,14.4,11,206.3,1.2,48.3,115.2,45.8,414,533,370.4
2/6/97,1,6,Bh,4.83,-999.99,65.6,27.3,1.1,14.4,N,4,13.8,15,2.2,0.7,2.2,13.8,42.7,0.9,217,185,7.3
2/6/97,1,6,Bs,4.86,-999.99,67.1,27.5,1.3,14.4,N,4.4,13.8,15.1,2,-999.99,2.1,14.1,43.3,1.3,262,177,9.4
2/6/97,1,6,Oa,4.79,-999.99,65.8,26.9,1.4,14.4,N,4.2,13.6,12.9,2.4,2,2,14.1,43.3,1.6,245,171,8.7
2/6/97,1,7,Bh,4.94,-999.99,73.3,33.5,0.9,21,N,6.8,8.4,8.9,1.8,0.8,2,14.4,43.2,2.2,308,164,5.9
2/6/97,1,7,Bs,5.09,-999.99,71.4,33.6,0.9,21,N,7.1,7.8,8.5,1.8,0,2.4,14.1,42.9,1.8,328,158,5.5
2/6/97,1,7,Oa,4.93,-999.99,70.9,33.8,1.6,21.7,N,6.9,8.3,8.7,2,0,1.9,14.4,43.4,2.1,269,171,6.6
3/12/97,1,1,Oa,4.48,-999.99,29.8,18.7,18.5,23.9,N,6.6,23,17.5,2.8,42.8,0.6,14.9,29.1,133.9,96,405,-999.99
3/12/97,1,2,Bs,3.94,-999.99,72.8,32,15.8,12.2,N,12.3,21.6,14.9,9.5,14.4,0.9,11.2,57.9,9.2,297,2147,64.6
3/12/97,1,2,Oa,3.76,-999.99,89.3,27.5,29,13.7,N,15.3,21.4,14.9,13.6,30.7,1.1,11.8,69.1,4.3,339,3459,92.2
3/12/97,1,3,Bh,4.64,-999.99,46.5,25.6,1.7,5.6,N,3.8,24,20,2.3,3.2,1,15.9,47.6,11.7,299,302,37
3/12/97,1,3,Bs,4.7,-999.99,47.7,26.3,1.7,5.6,N,3.9,24.8,21.2,2.2,2.5,1,16.2,47.5,12.6,325,283,33.6
3/12/97,1,3,Oa,4.56,-999.99,46.6,26.3,1.4,5.6,N,3.7,22.6,17.9,2.6,1.1,1,16.2,47.7,8.3,256,222,17.7
3/12/97,1,4,Bh,4.76,-999.99,37.3,12.9,8.6,38.6,N,10.3,24.7,16.3,4.8,3.7,0.8,11.3,28.8,90.7,220,448,108.7
3/12/97,1,4,Bs,4.68,-999.99,44,16.8,11.7,47.4,N,10.8,28.5,20.2,5.5,5.3,1.1,12.8,26.1,129.2,189,543,149.3
3/12/97,1,4,Oa,4.01,-999.99,14,9.1,19.3,17.3,N,4.9,4.3,6,4.7,1.2,0.4,8.6,23.7,79.1,236,935,99.7
3/12/97,1,5,Bh,4.44,-999.99,73.5,36.9,11.7,36.4,N,12,18.2,15.2,4,2.2,2.4,14.7,47.3,97.7,197,440,118.3
3/12/97,1,5,Bs,4.67,-999.99,64.4,32.7,2,16.6,N,5.6,13.3,11,3,0.3,2,13.6,46.3,9.1,253,318,26
3/12/97,1,5,Oa,4.69,-999.99,63.2,32.3,2.3,19.5,N,5.9,14.1,11.6,3.2,1.3,2,13.9,47.8,9,252,290,21.2
3/12/97,1,6,Bh,4.9,-999.99,64.3,28.4,1.1,15.9,N,4.4,12.4,10.2,2,1.3,2.2,13.5,43.8,2.6,191,243,20.5
3/12/97,1,7,Bh,5.14,-999.99,74.5,36.9,0.9,22.5,N,7.5,9.5,6.1,1.7,0.8,2.2,15.7,44.8,0.8,325,198,9.5
4/9/97,1,1,Bs,4.57,-999.99,19.1,24,2.2,4.4,N,1.3,23.2,19.8,1.2,1.3,0.7,12.1,30.4,55.9,94,118,65.3
4/9/97,1,1,Oa,4.46,-999.99,11.7,8.8,14.2,19.1,N,5.2,19.7,16.2,2.5,13.1,0.4,7.5,30.3,85.5,82,347,111.3
4/9/97,1,2,Oa,3.67,-999.99,61.3,26.2,25.4,11.9,N,14.3,23.6,15.6,15.7,33.3,1,13.4,60.4,4.7,323,3808,82
4/9/97,1,3,Bh,4.61,-999.99,50.8,27.7,1.1,4.2,N,4.1,23.6,19.3,1.9,4.8,1,13.7,48.1,13.6,281,327,40.9
4/9/97,1,3,Bs,4.64,-999.99,50.8,27.8,1.1,4.4,N,4.2,24.5,20.2,1.8,3.7,0.9,13.6,47.8,14.6,293,228,29.1
4/9/97,1,3,Oa,4.52,-999.99,49.7,28.6,2.4,5,N,4.7,22.2,17.9,2.6,1.8,0.9,14.4,48.8,11.7,266,249,22.8
4/9/97,1,4,Bh,4.74,-999.99,15.8,8.7,15.3,30.6,N,7.1,22.9,13.8,5.2,4,0.5,5.3,27.1,52.5,276,635,88.3
4/9/97,1,4,Bs,4.69,-999.99,14.1,9.5,11.8,26.9,N,6.1,23.7,16.7,5.9,3.3,0.7,6,25.7,50.9,241,654,80.6
4/9/97,1,4,Oa,3.83,-999.99,17.4,14.3,24.5,21,N,6.2,6.8,7.3,5.3,0.9,0.4,11.5,39.1,90.8,193,1205,134.3
4/9/97,1,5,Bh,4.39,-999.99,65.7,33.1,11.8,25.5,N,8.6,18.1,13.5,4.5,1.2,2,12.3,45.1,55.3,244,567,82
4/9/97,1,5,Bs,4.61,-999.99,65.7,36.3,1.5,16.4,N,5.9,15.4,10.9,2.6,0.8,2,13.8,44.7,16.9,242,311,33.3
4/9/97,1,5,Oa,4.63,-999.99,64.6,35.9,1.2,16.6,N,5.7,15.1,10.8,2.5,1,1.9,13.8,45.4,12.9,239,257,24.2
4/9/97,1,6,Bh,4.89,-999.99,66.8,30.3,0.7,14,N,4.2,14.6,10,1.5,1.1,2.1,12.8,44,1.7,195,198,12.3
4/9/97,1,6,Bs,4.87,-999.99,66.8,29.1,0.8,14.7,N,4.2,14.3,10.5,1.5,3,2.1,12.8,44.2,2.7,229,492,56.3
4/9/97,1,6,Oa,4.85,-999.99,67.9,28.6,1.7,14.8,N,4.4,13.3,9.3,1.8,8.4,2.1,15,43.3,6.2,221,474,55.6
4/9/97,1,7,Bh,5.13,-999.99,76,40.9,0.7,21.3,N,6.9,8.4,5.3,1.5,1.2,2.2,13.3,45.1,1.4,289,222,11.6
4/9/97,1,7,Bs,5.14,-999.99,76,38.1,0.4,21.3,N,6.9,8.7,5.6,1.5,1.5,2.4,16,45,1.2,261,245,16.5
4/9/97,1,7,Oa,5.02,-999.99,74.8,37.3,15.3,22.2,N,7.1,11.6,8,4.8,29.2,1.6,15.3,44.7,11.4,296,734,73.7
5/1/97,1,1,Bs,4.71,-999.99,24.9,17.5,30.5,7.5,N,11.1,21.3,17.8,0.2,3.9,0.9,7.5,35.2,1.7,42,363,49.3
5/1/97,1,1,Oa,4.76,-999.99,22.2,22.7,1.6,4.3,N,2.3,16.1,11.6,0.3,15,0.8,7.2,33.8,11.3,90,130,31.4
5/1/97,1,2,Bs,3.94,-999.99,33.1,26.6,3.6,4.7,N,7.2,17.9,12.6,10,24,0.9,8.3,45.7,11.7,100,1975,83.2
5/1/97,1,2,Oa,3.91,-999.99,27.4,18.7,25.3,8.9,N,12.6,19.2,11.9,15.7,51,1,6.6,38.1,7.3,173,2486,100.7
5/1/97,1,3,Bh,4.54,-999.99,59.3,24.5,4.1,9,N,6.3,29.4,23.7,1.2,4.1,1.1,7.7,38.5,0.5,119,315,38.7
5/1/97,1,3,Bs,4.58,-999.99,59.4,26.3,2.5,5.3,N,7,30,24,1.2,3.6,1.1,9.1,45,11.8,101,266,30.7
5/1/97,1,3,Oa,4.52,-999.99,58.6,27.4,4.1,5.2,N,6.7,27.9,21.8,1.5,2.8,1.1,12,44.5,14.2,111,290,28
5/1/97,1,4,Bh,4.73,-999.99,51.7,23.1,23.2,21.6,N,7.3,25.5,17,7.3,3.1,0.7,7.5,31.9,17.5,86,623,41.4
5/1/97,1,4,Bs,4.67,-999.99,51.7,22,12.5,19.1,N,6.2,25.9,18.6,6,2.5,0.7,5.9,32.5,18,88,491,37.4
5/1/97,1,4,Oa,4.15,-999.99,41.8,16.9,18.1,15,N,5,16.9,13,9.7,2.7,0.7,6.3,24.2,24.5,47,924,46.8
5/1/97,1,5,Bh,4.27,-999.99,37.7,31.6,3.8,15.5,N,8.6,19.4,14.1,10.6,4.2,0.7,6.9,21.4,36.4,103,1027,72.3
5/1/97,1,5,Bs,4.56,-999.99,68.7,17.1,35.6,18.8,N,8.1,16.2,11.7,2.6,0.2,1.1,8.7,41.6,5.3,43,364,25.3
5/1/97,1,5,Oa,4.58,-999.99,68.2,31.4,3.6,15.4,N,8.7,15.2,11.9,2.4,0.9,0.8,10.9,42.3,3.8,46,314,14.2
5/1/97,1,6,Bh,4.76,-999.99,76.1,31.3,5.5,15,N,6.8,16.7,11.7,0.6,0.7,1.4,9.4,40.5,3.1,83,317,27.7
5/1/97,1,6,Bs,4.83,-999.99,75.7,29.9,1.4,14.5,N,7.2,16.3,12.1,0.6,0.8,1.4,8.4,40.7,3,109,336,30.4
5/1/97,1,6,Oa,4.76,-999.99,78.1,30.1,4.4,15.6,N,8.8,14,10.5,1.2,4.4,1.3,10.7,40.1,5,49,394,45.4
5/1/97,1,7,Bh,4.98,-999.99,80.3,30.8,27.3,16.9,N,8.3,9.3,5.4,0.8,0.2,1.3,10,42.4,1.1,87,260,18.5
5/1/97,1,7,Bs,5.07,-999.99,80.3,38.9,0,20.5,N,10,8.7,5.3,0.7,7.4,1.5,9.3,42,0.6,87,203,11.8
5/1/97,1,7,Oa,4.86,-999.99,68,30,2,13.8,N,6.9,12.6,8.8,5.9,19.7,1,9,33.3,6.1,109,721,55.6
6/1/97,1,1,Bs,4.88,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,73,-999.99,-999.99
6/1/97,1,1,Oa,4.88,-999.99,25.8,19.7,8.2,10.3,N,3.8,16.4,11.1,0.1,33.4,0.8,4.2,37.8,28.8,132,308,88.7
6/1/97,1,2,Bs,4.1,-999.99,30.7,15.9,12.4,11.1,N,8.9,32.8,13.3,11.2,92,0.9,7.9,36.8,6.4,267,3313,177.4
6/1/97,1,2,Oa,4.07,-999.99,42.5,20.2,10.5,8.6,N,8.1,25.4,11.9,12.9,119.2,0.9,8.6,49.2,3.5,298,2970,174.9
6/1/97,1,3,Bh,4.68,-999.99,50,23.9,1.9,5.5,N,5.3,39.7,21.6,0.4,10.4,1,6,43.5,21.5,241,445,72.7
6/1/97,1,3,Bs,4.81,-999.99,45.3,22.4,1,5.4,N,4.9,41.4,21,0.4,4.6,0.9,5.4,45.1,5,227,207,12
6/1/97,1,3,Oa,4.71,-999.99,50.1,24,1.5,6.4,N,5.5,36,18.4,0.4,3.2,1,7.2,44.5,13.1,285,225,25.8
6/1/97,1,4,Bh,4.06,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,142,-999.99,-999.99
6/1/97,1,4,Oa,3.63,-999.99,84,14.4,44.3,59.9,N,13.2,27.6,12.4,11.2,43.7,0.7,3.9,48,273.8,223,2052,339.6
6/1/97,1,5,Bh,4.35,-999.99,64,28.4,22.1,10.7,N,16,34.6,15.3,2.4,6.4,1.5,8.6,42.2,2.1,182,527,129.3
6/1/97,1,5,Bs,4.8,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
6/1/97,1,5,Oa,4.61,-999.99,62.9,31.5,5.6,20.3,N,5.9,20,9,1,2.2,1.4,9.1,42.9,22.1,235,432,51.7
6/1/97,1,6,Bh,5.02,-999.99,67.6,31.1,0.9,16,N,4.8,23.8,9.6,0.1,0.4,1.5,7.7,42.4,0.9,150,341,33.8
6/1/97,1,6,Bs,5.03,-999.99,67.8,30.9,1.9,15.8,N,5,22.4,10.5,0.1,1.5,1.5,8.1,42.3,4.9,171,283,30.8
6/1/97,1,6,Oa,4.84,-999.99,71.6,29.6,7.7,19.1,N,5.4,24.4,10.5,2,27,1.5,8.3,43.8,20.2,158,674,94.7
6/1/97,1,7,Bh,5.14,-999.99,74.7,36.8,0,19.4,N,7,11,4.9,0.1,0.9,1.5,8.2,40.8,0,192,224,16
6/1/97,1,7,Bs,5.16,-999.99,76.1,36.3,0,19.9,N,6.9,10,4.8,0.1,0.3,1.5,8.2,40.8,0,192,179,9.8
6/1/97,1,7,Oa,4.99,-999.99,85.7,35.1,10.7,20.4,N,7,14.7,7.2,3.1,33,1.3,8,45,12,193,743,88.7
7/1/97,1,1,Bs,4.69,-999.99,27.1,20.7,3.1,7,N,2.8,22.3,20.3,0.9,2.2,0.7,8.6,21.8,56.7,52,875,148.7
7/1/97,1,1,Oa,4.79,-999.99,26.1,20.6,4.6,6.3,N,2.4,13.6,8.8,1.7,28.2,0.7,8.2,24.4,25.6,63,253,69.5
7/1/97,1,2,Bs,4.02,-999.99,54.6,18.5,14.2,11.3,N,10.1,21.9,16,12.3,81.7,0.8,22.6,27.8,7.9,204,2966,156.9
7/1/97,1,2,Oa,3.91,-999.99,79.1,24,15.1,10.4,N,11.1,24.9,19.5,19.3,104.5,1.1,21.1,35.2,1.1,157,3922,169.1
7/1/97,1,3,Bh,4.67,-999.99,53.7,25.5,1.5,6.2,N,5.7,24.3,21,6.9,5.2,1,8.1,33.3,18.2,84,448,58.8
7/1/97,1,3,Bs,4.7,-999.99,53.5,26.1,1.7,5.5,N,5.5,23.9,21,3,4.9,1,8.2,34,11.7,98,239,25.3
7/1/97,1,3,Oa,4.44,-999.99,55.8,24.6,5.2,9.4,N,7,28.4,24,3.7,14,1,9,33.6,58,103,261,80.3
7/1/97,1,4,Bh,4.21,-999.99,66.1,16.2,38.7,33.3,N,9.2,27.8,23.4,15.8,47.6,0.9,4.9,22.8,156,123,992,180.3
7/1/97,1,4,Oa,4.21,-999.99,150.1,15.2,45.1,85.6,N,18,22,18.3,2.9,27.6,0.8,3.7,32.1,326.8,87,3311,383.5
7/1/97,1,5,Bh,4.17,-999.99,98.9,29.8,30.4,69,N,19,30.2,27.6,4.8,15.9,2.5,13.8,33.4,246.3,98,580,255.3
7/1/97,1,5,Bs,4.78,-999.99,56.8,33.3,2.5,19.8,N,6.5,15.7,10.5,5.9,11.3,1.6,15.1,31.7,16.6,101,451,58.8
7/1/97,1,5,Oa,4.48,-999.99,62.1,31.8,9.7,25.6,N,8,14.7,11.3,10,7.8,1.6,14.4,31.2,41.6,80,619,83.7
7/1/97,1,6,Bh,4.89,-999.99,80.8,37.7,2,20.3,N,6.6,14.5,8.8,8.7,29.2,2,9.3,28.8,55.6,88,634,139
7/1/97,1,6,Bs,4.96,-999.99,77.7,35.1,2.9,19,N,5.4,15.2,10,1.8,7.8,1.9,9.8,31.2,24.6,71,610,92.3
7/1/97,1,6,Oa,4.38,-999.99,89.9,31.3,18.1,39,N,10.1,24.5,17.5,3.9,71.8,2.2,7.7,23.6,153.2,99,1141,254.6
7/1/97,1,7,Bh,5.13,-999.99,90.2,45.6,1,22.9,N,8.6,7.7,4.5,8.7,9.4,1.9,11.9,32.2,13.3,94,695,86.3
7/1/97,1,7,Bs,5.07,-999.99,90.5,44.7,0.4,25.9,N,10.7,7.9,5,2.1,2.4,2.1,14.6,32.3,8.3,90,366,39.9
7/1/97,1,7,Oa,4.5,-999.99,102.5,36,26.2,26.2,N,8.3,15.2,10.8,1.9,89.4,1.4,21.2,35.9,33.2,92,1661,176.3
8/1/97,1,1,Bs,4.8,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
8/1/97,1,1,Oa,5.29,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
8/1/97,1,2,Bs,4.07,-999.99,35.9,13.3,24.2,11,N,9.3,14.6,11.6,8.1,103.3,1.6,26.1,52,27.7,111,1794,151.2
8/1/97,1,2,Oa,3.95,-999.99,55.2,19.9,37.3,10.6,N,8.2,22,15,15.3,106.8,1.7,23.4,47.2,9.4,121,3269,156.4
8/1/97,1,3,Bh,4.69,-999.99,53.9,27.3,2.1,6.3,N,6.3,21.7,23.3,2.3,11.9,1.4,11.2,40.8,12.9,61,289,35.6
8/1/97,1,3,Bs,4.77,-999.99,52.6,27.3,1.7,7.1,N,5.9,23.9,24.4,2.3,2.9,1.4,-999.99,-999.99,-999.99,67,235,22.2
8/1/97,1,3,Oa,4.64,-999.99,51,27.3,1.6,6.6,N,5.7,18.9,20.8,2.3,0.6,1.6,10.6,41.3,7,47,255,12.5
8/1/97,1,5,Bh,4.37,-999.99,58.7,27.6,27.6,41,N,11.6,20.3,19.5,6.8,25.5,4,18.7,46.4,96.8,68,711,146.6
8/1/97,1,5,Bs,4.74,-999.99,45.7,33.9,2.9,20.3,N,6,14.7,11.2,3.8,3.5,3.1,17.1,39.6,1.4,55,514,36.8
8/1/97,1,5,Oa,4.7,-999.99,45.5,33.7,4.9,20.2,N,5.9,14,11.7,4,9,2.1,16.9,40.2,4.9,102,369,27.5
8/1/97,1,6,Bh,5.21,-999.99,71.6,36.9,1.9,22.1,N,5.6,10.8,7.4,2,20.2,2.8,15.3,39.7,4.9,49,459,69.6
8/1/97,1,6,Bs,5.32,-999.99,70,37.3,4.5,28.5,N,6.9,10.3,4.3,1.5,20.2,2.8,16,40.8,3.3,59,244,41.3
8/1/97,1,6,Oa,5.16,-999.99,68.2,33.4,5.6,25.5,N,6,10.2,6.1,3.4,35.8,3,14.9,39.8,7.3,63,386,83.4
8/1/97,1,7,Bh,5.09,-999.99,62.2,43.4,7.6,34.5,N,9.4,11.8,8.2,3.4,8.5,-999.99,18.2,43,12.5,67,354,29.6
8/1/97,1,7,Bs,5.18,-999.99,68.6,47.7,2,34,N,9.5,10.1,6.4,2.4,4.1,-999.99,18.6,41.7,6.7,60,257,16.3
8/1/97,1,7,Oa,5.26,-999.99,66.9,42.4,4,33.6,N,9.5,10.2,6.3,3.6,33.8,-999.99,18.2,42,5.6,64,352,61.6
9/1/97,1,1,Oa,4.3,-999.99,33.5,6.9,29.2,29,N,7.3,37,33,10.1,100.8,1,10.2,37.5,199.8,82,-999.99,273.8
9/1/97,1,2,Bs,3.99,-999.99,64.4,12.5,19.3,20,N,11.2,19,12.6,12.7,88.2,1.3,14.4,33.7,0,319,3628,127
9/1/97,1,2,Oa,3.91,-999.99,100.5,26.1,18.8,9,N,8.9,26.7,17.5,19.3,97.5,1.6,20.2,42.3,0,355,3762,83.2
9/1/97,1,3,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,10.7,40.7,8.7,-999.99,-999.99,-999.99
9/1/97,1,3,Oa,4.17,-999.99,52.5,7.4,4.2,7.8,N,4.2,29.2,27.6,10.8,39.3,0.8,6.8,39.6,19.2,272,-999.99,93.8
9/1/97,1,4,Oa,3.68,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,255,-999.99,-999.99
9/1/97,1,5,Bh,4.99,-999.99,155.7,13,51.9,89.3,N,22,33.1,23.1,15.8,180.7,2.4,10.9,50.6,242.1,192,-999.99,273.7
9/1/97,1,5,Oa,4.83,-999.99,64.4,11.3,24.3,22.5,N,5.7,16.1,10.6,9.7,74.4,0.8,9.2,22,20.9,245,-999.99,87.8
9/1/97,1,6,Bh,6.41,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
9/1/97,1,6,Oa,6.03,-999.99,125,5.9,36.7,81.2,N,13.4,29.3,13.3,15.9,209,1.2,6.6,28,12.4,244,-999.99,266.6
9/1/97,1,7,Oa,5.07,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
10/1/97,1,1,Oa,3.99,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
10/1/97,1,2,Bs,3.74,-999.99,93.7,14.9,7.4,13.2,N,12.3,37.6,28.8,19.7,32.1,2.2,11.5,56.7,0,158,3322,66.5
10/1/97,1,2,Oa,3.59,-999.99,157.3,30.9,11.5,11.1,N,13.1,39.9,29.2,24.2,34.1,2.4,16.7,77.4,0,178,4118,78
10/1/97,1,3,Bh,4.66,-999.99,59.8,27.8,1.4,6.4,N,6,27.7,24.5,3,10.3,1.6,12.5,43,22.6,45,260,38
10/1/97,1,3,Bs,4.74,-999.99,60.7,28,1.4,6.4,N,6.1,13.7,29.5,2.3,2.2,1.5,12.7,47.8,34.5,151,224,33.9
10/1/97,1,3,Oa,4.57,-999.99,58,27.6,1.3,6.9,N,6.2,27.6,20.6,2.9,7.5,1.6,10.9,43.2,13.9,149,283,33.8
10/1/97,1,4,Bh,5.09,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
