Date,WS,Elev,Hor,pH,ANC,H4SiO4,Na+,K+,Ca2+,CaFLAG,Mg2+,Alt,Alm,Alo,NH4+,F-,Cl-,SO4=,NO3-,DIC,DOC,TN
2/20/16,1,4,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
2/20/16,1,5,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
2/20/16,1,5,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
2/20/16,1,5,Oa,5.11,5.25,80.11,29.03,8.21,18.9,n,4.21,13.38,0.72,3.56,-888.88,1.15,11.63,26.15,13.78,35.09,-888.88,24.63
2/20/16,1,6,Bh,5.1,0.04,88.7,32.39,0.88,10.52,n,2.32,13.31,2.41,2.12,0.26,1.25,10.56,25.1,1.39,33.39,154.95,12.69
2/20/16,1,6,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
2/20/16,1,6,Oa,5.24,2.68,85.95,30.78,1.88,11.17,n,2.18,9.86,1.12,2.39,-888.88,1.26,11.21,25.01,1.8,42.09,223.96,6.99
2/20/16,1,7,Bh,5.25,0.92,94.55,38.32,0.27,7.38,n,4.16,10.15,0,9.19,0.24,2.06,11.35,26.14,0.52,48.11,186.6,4.78
2/20/16,1,7,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
2/20/16,1,7,Oa,5.18,1.57,87.67,36.44,1.98,8.43,n,3.91,9.52,1.31,2.21,0.46,2,12.39,25.34,1.57,39.32,-888.88,6.29
2/20/16,1,8,Bhs,4.57,-18.63,81.83,22.62,7.67,25.37,n,4.71,14.38,0,10.81,1.38,0.96,17.21,27.08,76.78,-888.88,239.21,80.43
2/20/16,1,8,Bs2,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,n,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,32.25,-888.88,-888.88
2/20/16,1,8,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
2/20/16,1,9,Bhs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
2/20/16,1,9,Bs2,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
2/20/16,1,9,Oa,4.55,-11.33,41.26,8.5,96.76,21.83,n,6,2.45,0,2.1,11.97,0.27,34.8,11.31,64.91,47.45,1296.55,107.87
3/19/16,1,10,Bh,4.88,2.89,72.54,24.37,1.32,14.94,n,2.08,28.65,8.13,4.95,0.37,0.71,12.01,21.23,13.12,73.85,516.96,23.24
3/19/16,1,10,Bs,4.61,-7.04,62.57,26.02,1.59,12.97,n,2.43,28.91,12.6,2.83,0.28,0.83,13.37,18.97,38.98,51.9,299.89,43.31
3/19/16,1,10,Oa,4.39,-14.8,134.43,15.82,50.05,65.64,n,4.84,10.82,-0.28,2.68,10.27,0.26,13.47,17.76,58.73,129.77,2672.09,131.44
3/19/16,1,11,Bhs1,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,11,Bhs3,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,11,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,12,Bh,4.68,-12.26,38.16,14.95,18.14,32.82,n,3.26,16.86,1.69,3.86,11.04,0.5,21,10.76,70.96,47.96,680.55,88.87
3/19/16,1,12,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,12,Oa,4.3,-35.74,56.73,17.74,17.07,18.16,n,3.06,9.23,1.34,2.43,2.63,0.65,14.53,27.14,37.87,115.8,402.74,48
3/19/16,1,13,Bhs1,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,13,Bhs3,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,13,Oe,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,1,Bs,4.99,-5.08,28.12,12.55,0.42,7.38,n,0.24,11.53,4.27,1.23,-777.77,0.31,9.04,17.43,4.29,56.64,123.37,7.62
3/19/16,1,1,Oa,5.1,1.6,42.63,11.38,0.73,26.54,n,1.93,9.9,1.55,2.04,0.22,0.33,7.52,18.28,40.85,73.7,271.17,46.6
3/19/16,1,2,Bs,4.35,-28.24,102.46,27.46,4.26,53.31,n,5.34,27.46,0.71,6.94,3.09,0.99,22.24,19.13,27.34,136.94,2705.6,69.73
3/19/16,1,2,Oa,4.13,-66.95,77.01,17.7,1.66,58.89,n,5.25,21.09,-0.13,4.84,5.95,0.97,12.11,19.8,19.72,85.02,3364.25,-888.88
3/19/16,1,3,Bh,5.07,11.51,80.8,22.1,0.51,27,n,2.87,15.2,3.3,3.11,0.67,0.45,19.79,23.4,33.71,63.23,412.94,39.54
3/19/16,1,3,Bs,5.22,0.78,77.36,25.11,0.99,26.54,n,2.31,17.2,3.21,3.14,0.17,0.41,21.37,24.76,24.7,54.3,375.63,31.86
3/19/16,1,3,Oa,5.31,15.5,82.86,24.41,0.81,27.93,n,2.66,15.16,2.2,3.26,0.16,0.45,21.57,24.51,23.21,-888.88,438.19,32.45
3/19/16,1,4,Bh,4.6,-4.28,121.37,19.57,1.06,34.22,n,2.91,30.43,4.85,8.46,3.25,0.54,22.3,18.59,50.32,77.25,1088.72,71.59
3/19/16,1,4,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,4,Oa,4.28,-34.62,78.39,10.29,39.27,37.24,n,3.96,11.42,-0.23,3.34,7.67,0.25,7.81,10.04,57.91,136.65,2240.08,111.71
3/19/16,1,5,Bh,5.15,13.74,89.74,29.38,7.37,21.51,n,3.89,15.68,1.96,4,0.37,1.19,13.02,26.77,16.33,84.28,500.01,28.44
3/19/16,1,5,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,5,Oa,5.24,15.59,78.05,30.21,5.49,19.06,n,4.34,12.23,1.74,2.85,1.36,1.36,14.91,26.07,18.26,90.66,366.2,27.71
3/19/16,1,6,Bh,5.15,7.04,92.49,34.22,0.74,9.5,n,2.1,17.42,3.28,1.79,0.18,1.25,13.08,24.27,0.85,52.62,195.38,5.15
3/19/16,1,6,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,6,Oa,5.16,5.94,86.64,31.12,1.24,11.29,n,2.24,12.38,2.09,2.21,0.2,1.26,14.24,24.01,1.12,68.91,251.77,8.26
3/19/16,1,7,Bh,5.36,8.29,89.05,38.62,0.13,6.68,n,3.84,10.27,2.06,1.53,0.59,2.04,13.53,26.24,0.77,35.32,150.73,4.54
3/19/16,1,7,Bs,5.38,9.6,94.55,37.88,0.16,7.26,n,3.94,9.9,1.72,1.49,0.52,2.1,11.41,25.93,0.48,61.18,161.1,4.69
3/19/16,1,7,Oa,5.15,5.55,90.08,39.8,0.62,7.64,n,3.94,9.71,2.02,1.65,0.83,2,13.74,26.2,1.17,43.84,169.98,6.25
3/19/16,1,8,Bhs,4.7,-16.65,73.23,23.63,0.93,17.27,n,3.86,14.31,6.29,1.3,0.29,1.08,15.29,26.96,33.62,28.3,138.76,35.52
3/19/16,1,8,Bs2,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,8,Oa,4.28,-48.08,35.76,9.07,23.3,26.54,n,3.79,7.89,0.21,2.43,4.39,0.25,10.69,12,92.43,37.6,734.5,107.06
3/19/16,1,9,Bhs,4.97,-5.22,74.95,16.52,0.9,4.56,n,1.76,11.19,-999.99,-999.99,0.22,1,12.53,16.74,0.47,62.34,136.18,5.24
3/19/16,1,9,Bs2,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
3/19/16,1,9,Oa,5.05,1.72,60.17,17.87,23.51,11.24,n,2.93,5.41,0.12,1.69,2.5,0.85,15.37,14.54,17.12,110.07,322.61,27.92
4/16/16,1,10,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,10,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,10,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,11,Bhs1,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,11,Bhs3,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,11,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,12,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,12,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,12,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,13,Bhs1,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,13,Bhs3,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,13,Oe,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,1,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,1,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,2,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,2,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,3,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,3,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,3,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,4,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,4,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,4,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,5,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,5,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,5,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,6,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,6,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,6,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,7,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,7,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,7,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,8,Bhs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,8,Bs2,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,8,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,9,Bhs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,9,Bs2,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
4/16/16,1,9,Oa,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
5/21/16,1,10,Bh,4.73,-9.38,57.32,22.67,2.27,11.99,n,2.42,24.42,9.34,3.59,3.2,0.72,12.57,18.52,41.42,131.9,390.74,46.56
5/21/16,1,10,Bs,4.79,-9.95,53.05,22.84,1.29,10.22,n,2.36,25.61,12.46,2.78,1.06,0.91,12.83,18.93,40.71,149.31,312.05,42.9
5/21/16,1,10,Oa,4.42,-8.4,140.64,17.22,45.68,62.62,n,4.96,12.12,-0.3,2.68,9.57,0.29,10.7,12.01,65.83,221.9,3561.01,157.19
5/21/16,1,11,Bhs1,5.41,14.3,67.65,18.05,0.29,15.85,n,0.94,14.68,2.76,3,2.41,0.4,12.46,20.21,5.85,413.18,376.59,17.86
5/21/16,1,11,Bhs3,5.16,4.22,64.8,20.36,0.19,15.32,n,1.06,13.08,2.37,2.7,2.33,0.39,13.24,20.23,10.82,127.06,343.09,26.77
5/21/16,1,11,Oa,4.7,-9.81,58.75,17.04,15.09,32.36,n,5.25,14.12,1.06,3.9,4.64,0.29,12.21,13.65,79.54,439.36,896.62,97.42
5/21/16,1,12,Bh,4.72,-27.75,20.9,12.55,21.17,17.57,n,2.28,13.94,1.24,4.2,8.16,0.3,9.73,14.04,57,83.95,847.85,78.74
5/21/16,1,12,Bs,4.79,-6.54,53.76,18.05,5.62,11.15,n,3.01,16.23,6.72,1.82,1.6,0.67,11.78,30.3,24.61,65.16,235.4,30.59
5/21/16,1,12,Oa,4.14,-60.82,88.3,13.21,111.13,40.5,n,13.05,12.45,0.06,3.22,7.7,0.25,15.65,19.3,220.86,96.91,2295.03,261.24
5/21/16,1,13,Bhs1,4.23,-47.91,137.79,28.38,2.49,14.99,n,5.63,27.54,1.65,6.73,2.64,1.13,19.04,21.21,4.09,164.29,2022.25,45.17
5/21/16,1,13,Bhs3,4.3,-27.72,76.55,25.81,0.33,10.27,n,2.83,17.79,1.26,5.26,2.73,0.62,6.85,18.02,0,119.35,987.25,22.17
5/21/16,1,13,Oe,5.47,164.76,58.75,19.97,15.91,102.42,n,18.3,10.9,-0.13,2.25,28.89,0.34,33.89,14.62,3.76,150.36,3642.13,156.22
5/21/16,1,1,Bs,4.56,-16.43,22.93,13.38,0.44,5.26,n,0.32,9.86,3.87,1.04,1.12,0.36,10.18,17.44,3.72,59.42,138.72,8.97
5/21/16,1,1,Oa,4.68,-9.69,35.39,13.08,1.45,12.22,n,1.13,9.97,1.59,1.82,1.21,0.33,9.29,15.96,16.93,76.76,187.91,22.75
5/21/16,1,2,Bs,4.18,-39.88,47.71,23.37,8.42,32.36,n,5.63,20.42,0.38,4.31,4.81,0.85,16.42,16.05,33.7,376.44,2067.55,64.86
5/21/16,1,2,Oa,3.88,-113.12,51.63,18.53,3.54,57.26,n,6.25,22.57,0.03,4.04,7.21,0.5,10.75,14.93,27.25,369.6,4617.23,112.2
5/21/16,1,3,Bh,4.81,-13.25,63.73,23.41,1.11,21.7,n,2.68,13.68,3.22,2.67,1.56,0.43,18.1,24.24,32.17,193.24,344.22,47.62
5/21/16,1,3,Bs,4.74,-5.57,66.23,24.5,1.45,21.35,n,2.61,16.6,4.16,2.84,0.82,0.33,20.06,24.22,29.41,178.18,334.93,40.25
5/21/16,1,3,Oa,4.76,-6.28,62.31,23.89,1.31,20.97,n,2.81,14.12,3.17,2.7,0.79,0.42,18.21,24.47,32.16,180.15,411.74,67.78
5/21/16,1,4,Bh,4.24,-36.4,114.29,21.27,3.23,34.45,n,4.38,31.02,5.4,7.65,1.84,0.57,22.05,17.77,95.05,146.03,938.47,7.85
5/21/16,1,4,Bs,-888.88,-888.88,76.91,22.8,3.08,14.32,n,3.21,27.17,8.98,4.52,0.52,0.68,10.88,23.38,39.66,75.87,505.75,8.38
5/21/16,1,4,Oa,3.97,-89.08,131.74,20.49,40.81,59.36,n,6.84,18.27,0,3.67,6.41,0.3,11.5,14.82,113.17,296.42,3633.06,15.24
5/21/16,1,5,Bh,4.9,-5.93,74.77,28.73,12.04,18.79,n,6.09,10.9,1.2,2.59,1.52,1.11,15.56,25.34,44.06,158.75,421.95,4.8
5/21/16,1,5,Bs,4.96,-3.61,75.84,29.95,2.69,14.53,n,4.88,14.68,4.56,2.44,0.69,1.27,17.17,24.05,34.62,153.89,281.89,5.77
5/21/16,1,5,Oa,4.58,-10.66,84.74,26.42,16.68,26.54,n,5.67,19.64,1.48,5.36,1.66,1.23,17.3,20.79,51.92,184.64,986.09,8.16
5/21/16,1,6,Bh,5.1,-1.75,79.4,28.2,1.17,6.68,n,2.01,12.64,3.36,1.69,1.87,1.27,12.88,22.92,2.43,197.09,191.76,47.82
5/21/16,1,6,Bs,5.17,-0.78,79.04,27.81,0.76,6.61,n,1.97,13.19,3.52,1.58,1.49,1.24,12.14,23.35,1.3,205.3,185.96,28.88
5/21/16,1,6,Oa,5.18,4.02,82.25,26.24,4.18,11.29,n,2.84,13.56,2.02,3.01,1.32,1.2,13.36,22.41,5.45,221.82,366.35,122.05
5/21/16,1,7,Bh,5.25,0.58,84.39,38.23,-0.23,5.26,n,4.54,9.04,1.63,1.24,1.37,1.82,11.98,26.15,0,223.12,142.15,21.78
5/21/16,1,7,Bs,5.28,0.81,84.03,38.75,0.68,5.54,n,4.54,9.01,1.79,1.12,1.75,1.9,12.7,25.5,0.64,234.15,1627.13,14.26
5/21/16,1,7,Oa,5.28,2.68,88.66,41.06,2.44,6.49,n,4.75,10.41,1.82,2.08,1.42,1.7,14.44,25.96,1.29,298.35,256.87,124.69
5/21/16,1,8,Bhs,4.88,-7.42,64.8,21.97,1.07,14.11,n,3.74,14.38,8.22,1.06,1.71,1.02,12.71,24.85,49.39,70.65,112.93,44.46
5/21/16,1,8,Bs2,4.93,-8.4,64.8,22.54,0.74,12.71,n,4.25,10.67,5.23,1.04,1.1,1.1,14.65,28.3,26.06,87.19,123.02,43.94
5/21/16,1,8,Oa,4.26,-53.46,49.14,13.34,25.54,26.07,n,4.79,13.42,0.39,3.86,2.02,0.22,12.64,14.52,95.48,179,1445.78,175.97
5/21/16,1,9,Bhs,-888.88,-888.88,73.35,16.26,1.14,3.82,n,1.81,10.6,4.98,1.18,0.95,0.88,13.3,15.85,13.13,48.96,156.93,19.14
5/21/16,1,9,Bs2,-888.88,-888.88,62.67,15.91,1.14,3.86,n,2.06,8.23,3.68,1.04,1.47,0.98,13.66,16.42,8.86,82.19,135.54,13.1
5/21/16,1,9,Oa,4.5,-21.89,44.86,13.82,92.14,19.11,n,8.21,6.63,-0.11,2.17,5.49,0.33,23.96,16.45,99.88,198.32,1465.73,92.47
6/18/16,1,10,Bh,4.48,-9.09,-888.88,-888.88,-888.88,-888.88,n,-888.88,-888.88,-888.88,-888.88,1.26,-888.88,-888.88,-888.88,-888.88,233.09,814.74,53.31
6/18/16,1,10,Bs,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,n,-888.88,-888.88,-888.88,-888.88,1.87,-888.88,-888.88,-888.88,-888.88,202.65,410.26,17.73
6/18/16,1,10,Oa,4.25,-24.8,65.87,7.37,28.23,33.05,n,4.38,5.89,-0.19,2.01,2.15,0.19,2.14,2.76,23.59,416.08,2967.69,51.04
6/18/16,1,11,Bhs1,5.05,13.92,65.51,20.58,0.08,15.62,n,2.06,13.05,1.5,2.76,1.94,0.32,13.88,20.95,2.76,693.21,463.7,13
6/18/16,1,11,Bhs3,5.08,13.55,65.87,21.19,1.1,16.22,n,2.12,13.42,1.53,2.81,1.25,0.32,14.77,21.14,4.02,761.57,460.21,11.47
6/18/16,1,11,Oa,4.66,13.7,81.18,17.13,5.93,38.41,n,5.04,17.68,1.13,5.02,1.17,0.39,9.95,14.72,61,686.04,1573.12,83.59
6/18/16,1,12,Bh,4.29,-31.02,28.91,10.59,22.3,21.23,n,2.58,17.9,1.58,5.24,5.02,0.31,8.89,8.95,59.66,358.85,1440.94,82.42
6/18/16,1,12,Bs,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,n,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
6/18/16,1,12,Oa,3.96,-97.41,85.81,8.76,85.21,38.87,n,12.92,7.04,-0.12,2.53,2.93,0.3,6.02,12.04,209.11,492.2,2287.68,238.4
6/18/16,1,13,Bhs1,4.07,-67.48,82.6,24.63,2.19,12.27,n,5.09,29.83,1.65,7.21,1.16,1.38,8.07,7.45,1.9,565.4,2815.86,39.61
6/18/16,1,13,Bhs3,4.27,-31.45,70.14,25.89,3.36,10.03,n,3.43,26.94,2.08,6.98,1,0.82,7.79,14.17,3,587.26,1685.14,35.74
6/18/16,1,13,Oe,5.5,131.99,39.17,20.44,27.46,75.42,n,13.8,6.67,-0.28,2.54,31.02,0.45,30.36,8.18,3.51,813.86,3658.54,64.93
6/18/16,1,1,Bs,4.65,-5.58,21.75,14.39,0.01,5.17,n,0.43,9.15,3.57,1.15,0.58,0.34,14.96,15.94,30.68,182.18,145.22,6.96
6/18/16,1,1,Oa,4.73,3.79,32.97,10.94,3.54,10.73,n,0.86,9.86,0.81,2.19,1.8,0.3,9.46,12.78,7.6,235.64,392.82,18.37
6/18/16,1,2,Bs,4.13,-51.13,87.95,24.5,5.52,42.13,n,6.05,29.65,0.63,6.57,1.84,0.81,11.69,11.36,18.15,327.23,3852.18,59.74
6/18/16,1,2,Oa,3.92,-114.47,70.86,22.97,8.83,49.35,n,7.71,20.42,0.01,4.05,2.18,0.64,14.87,9.47,21.05,452.78,4831.14,66.93
6/18/16,1,3,Bh,4.65,2.73,85.45,19.7,0.74,17.18,n,3.22,14.6,2.53,3.51,1.1,0.29,13.11,26.08,12.55,322.6,545.12,22.59
