Date,WS,Site,Elev,pH,ANC,H4SiO4,Na+,K+,Ca2+,CaFLAG,Mg2+,Alt,Alm,Alo,NH4+,F-,Cl-,SO4=,NO3-,DIC,DOC,TN
1984-01-28,6,SFB,Oa,4.85,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,39.60,-999.99,-999.99,-999.99,36.70,47.10,1.40,-999.99,-999.99,-999.99
1984-01-28,6,SFB,Bh,5.48,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,8.90,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-01-28,6,HH,Oa,4.53,-999.99,41.90,18.00,33.50,15.70,N,9.60,-999.99,32.90,15.90,-999.99,0.90,17.50,45.20,51.30,-999.99,-999.99,-999.99
1984-01-28,6,HH,Bh,4.53,-999.99,47.40,21.40,6.10,7.00,N,4.90,11.60,30.00,8.90,-999.99,0.80,16.40,45.90,4.00,-999.99,-999.99,-999.99
1984-01-28,6,HH,Bs,4.50,-999.99,53.90,28.30,4.40,7.10,N,3.10,-999.99,34.80,9.30,-999.99,1.00,22.70,52.10,1.00,-999.99,-999.99,-999.99
1984-01-28,6,LH,Oa,3.37,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,13.30,-999.99,-999.99,-999.99,-999.99,46.20,10.60,-999.99,-999.99,-999.99
1984-01-28,6,LH,Bs,6.26,-999.99,73.70,47.50,2.80,40.30,N,54.40,5.70,2.60,3.00,-999.99,-999.99,36.40,54.60,2.30,-999.99,-999.99,-999.99
1984-02-24,6,SFB,Bs,4.72,-999.99,83.20,25.70,5.10,18.00,N,11.80,-999.99,-999.99,-999.99,0.30,1.10,15.20,65.30,0.00,-999.99,767.00,-999.99
1984-02-24,6,HH,Oa,4.64,-999.99,22.80,13.70,31.90,28.90,N,25.50,-999.99,32.90,15.90,5.30,0.90,12.30,33.30,92.50,-999.99,-999.99,-999.99
1984-02-24,6,HH,Bh,4.68,-999.99,54.90,30.90,6.00,21.40,N,15.40,13.20,30.00,8.90,1.60,1.60,18.80,53.00,22.40,-999.99,511.00,-999.99
1984-02-24,6,HH,Bs,4.66,-999.99,59.50,27.60,3.20,14.90,N,9.80,-999.99,34.80,9.30,0.50,1.10,16.10,58.00,2.20,-999.99,148.00,-999.99
1984-02-24,6,LH,Oa,4.40,-999.99,23.60,17.80,39.10,39.20,N,29.80,-999.99,13.30,-999.99,40.70,0.70,14.50,37.50,66.50,-999.99,1754.00,-999.99
1984-02-24,6,LH,Bs,6.64,-999.99,-999.99,60.90,-999.99,60.90,N,34.40,8.50,1.10,-999.99,31.40,-999.99,28.50,50.30,7.20,-999.99,-999.99,-999.99
1984-03-24,6,SFB,Oa,5.11,-999.99,-999.99,49.60,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,58.60,74.20,2.50,-999.99,-999.99,-999.99
1984-03-24,6,SFB,Bh,4.66,-999.99,-999.99,35.70,-999.99,18.00,N,11.50,-999.99,34.30,-999.99,1.50,-999.99,33.20,64.40,1.30,-999.99,-999.99,-999.99
1984-03-24,6,HH,Oa,4.98,-999.99,27.00,12.60,38.80,43.90,N,36.00,-999.99,27.00,22.20,1.20,0.50,9.10,25.50,56.90,-999.99,-999.99,-999.99
1984-03-24,6,HH,Bh,5.08,-999.99,68.70,25.90,18.20,31.70,N,16.70,31.30,11.90,-999.99,3.70,-999.99,18.90,40.40,18.60,-999.99,-999.99,-999.99
1984-03-24,6,HH,Bs,4.67,-999.99,49.30,26.60,2.30,5.60,N,3.60,-999.99,32.20,7.40,0.80,1.20,16.50,55.80,0.90,-999.99,-999.99,-999.99
1984-03-24,6,LH,Oa,4.60,-999.99,14.40,9.70,12.30,16.20,N,12.80,-999.99,5.90,5.10,9.10,0.50,16.90,18.00,32.00,-999.99,-999.99,-999.99
1984-03-24,6,LH,Bs,5.10,-999.99,88.20,37.80,0.50,24.40,N,7.40,-999.99,10.80,3.60,3.60,2.70,14.50,48.80,5.10,-999.99,-999.99,-999.99
1984-04-14,6,SFB,Oa,3.85,-999.99,31.80,13.00,34.50,31.90,N,23.50,-999.99,14.00,13.00,2.40,0.90,21.90,52.30,6.60,-999.99,-999.99,-999.99
1984-04-14,6,SFB,Bh,5.90,-999.99,-999.99,25.20,20.70,-999.99,N,-999.99,-999.99,14.40,14.40,-999.99,1.10,22.70,70.20,40.10,-999.99,-999.99,-999.99
1984-04-14,6,SFB,Bs,4.66,-999.99,90.00,25.70,5.90,17.50,N,11.40,-999.99,39.60,12.70,0.00,1.00,15.80,64.60,0.00,-999.99,-999.99,-999.99
1984-04-14,6,HH,Oa,4.75,-999.99,13.00,8.70,21.50,25.50,N,16.10,29.30,24.40,22.40,4.70,0.60,11.10,18.30,26.60,-999.99,-999.99,-999.99
1984-04-14,6,HH,Bh,4.75,-999.99,53.40,18.50,7.80,16.70,N,8.00,16.40,20.20,9.90,-999.99,0.60,11.90,41.30,3.80,-999.99,-999.99,-999.99
1984-04-14,6,HH,Bs,4.62,-999.99,64.40,25.20,2.40,8.30,N,4.40,-999.99,26.50,5.80,0.10,1.10,14.10,56.30,0.30,-999.99,-999.99,-999.99
1984-04-14,6,LH,Oa,4.70,-999.99,-999.99,6.20,13.90,8.60,N,6.50,-999.99,3.50,3.10,1.40,0.80,8.10,11.60,10.70,-999.99,-999.99,-999.99
1984-04-14,6,LH,Bh,5.05,-999.99,12.10,22.00,12.50,21.90,N,24.20,14.00,17.40,14.20,-999.99,1.10,8.60,21.80,13.00,-999.99,-999.99,-999.99
1984-04-14,6,LH,Bs,5.34,-999.99,-999.99,32.20,1.60,28.20,N,15.60,-999.99,7.60,3.10,0.50,1.80,10.60,47.60,6.90,-999.99,-999.99,-999.99
1984-05-15,6,SFB,Oa,4.13,-999.99,13.10,7.40,28.40,16.60,N,16.60,-999.99,11.90,10.50,-999.99,0.90,10.80,35.80,4.90,-999.99,-999.99,-999.99
1984-05-15,6,SFB,Bh,5.79,-999.99,76.20,12.90,24.80,44.40,N,17.00,-999.99,14.50,1.00,-999.99,1.80,12.10,47.80,13.40,-999.99,-999.99,-999.99
1984-05-15,6,SFB,Bs,4.70,-999.99,62.20,21.20,6.80,12.50,N,8.30,-999.99,39.90,15.00,-999.99,1.20,16.60,59.20,4.00,-999.99,-999.99,-999.99
1984-05-15,6,HH,Oa,4.30,-999.99,26.80,14.90,6.90,8.50,N,11.50,-999.99,17.00,8.20,-999.99,1.10,6.70,34.10,8.70,-999.99,-999.99,-999.99
1984-05-15,6,HH,Bh,4.72,-999.99,35.90,18.90,4.10,9.50,N,3.00,-999.99,20.90,10.10,-999.99,1.50,10.30,42.00,1.30,-999.99,-999.99,-999.99
1984-05-15,6,HH,Bs,4.66,-999.99,34.50,21.00,3.40,3.70,N,2.60,-999.99,30.30,7.50,-999.99,1.10,8.30,48.50,6.90,-999.99,-999.99,-999.99
1984-05-15,6,LH,Oa,4.55,-999.99,19.00,11.20,21.80,21.30,N,16.40,-999.99,7.60,4.10,-999.99,0.70,13.20,22.40,36.40,-999.99,-999.99,-999.99
1984-05-15,6,LH,Bh,5.26,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,18.50,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-05-15,6,LH,Bs,5.31,-999.99,87.70,33.80,1.80,36.90,N,6.40,-999.99,7.60,2.50,-999.99,4.70,11.40,44.50,6.20,-999.99,-999.99,-999.99
1984-06-01,6,SFB,Oa,4.08,-999.99,14.10,5.40,36.20,19.30,N,10.40,-999.99,11.20,8.80,3.70,1.30,7.70,28.90,4.30,-999.99,-999.99,-999.99
1984-06-01,6,SFB,Bh,5.23,-999.99,25.70,5.00,19.30,30.20,N,25.40,-999.99,22.60,20.80,0.30,1.00,3.50,16.80,1.30,-999.99,-999.99,-999.99
1984-06-01,6,SFB,Bs,4.69,-999.99,36.70,11.60,8.30,11.00,N,5.60,-999.99,35.60,17.80,0.00,1.00,5.90,34.60,4.30,-999.99,-999.99,-999.99
1984-06-01,6,HH,Oa,4.56,-999.99,31.10,3.30,23.20,23.40,N,9.20,-999.99,21.10,6.00,1.40,0.90,5.50,21.90,40.60,-999.99,-999.99,-999.99
1984-06-01,6,HH,Bh,4.33,-999.99,46.80,17.90,7.40,14.60,N,8.20,-999.99,20.10,12.70,5.10,-999.99,8.60,38.30,6.20,-999.99,-999.99,-999.99
1984-06-01,6,HH,Bs,4.58,-999.99,45.60,21.30,4.60,7.00,N,2.60,-999.99,32.20,6.30,2.30,1.10,7.70,46.50,20.10,-999.99,-999.99,-999.99
1984-06-01,6,LH,Oa,5.17,-999.99,26.10,2.60,28.30,19.30,N,10.60,-999.99,7.90,7.10,0.40,0.70,2.90,5.60,1.00,-999.99,-999.99,-999.99
1984-06-01,6,LH,Bh,5.46,-999.99,124.20,19.40,16.70,58.20,N,33.70,-999.99,17.20,16.20,0.30,1.70,26.40,29.20,8.50,-999.99,-999.99,-999.99
1984-06-01,6,LH,Bs,5.28,-999.99,89.10,36.30,2.60,31.90,N,5.40,-999.99,10.00,3.70,0.00,2.90,18.70,42.80,5.60,-999.99,-999.99,-999.99
1984-06-26,6,SFB,Oa,4.13,-999.99,26.30,5.60,45.30,29.30,N,12.20,-999.99,16.30,15.10,3.10,1.20,13.30,39.20,7.40,-999.99,2163.00,-999.99
1984-06-26,6,SFB,Bh,5.06,-999.99,-999.99,6.30,15.40,43.30,N,44.30,-999.99,25.10,23.90,1.20,1.30,6.90,28.60,4.30,-999.99,1420.00,-999.99
1984-06-26,6,SFB,Bs,4.76,-999.99,41.00,12.80,8.40,10.20,N,5.10,-999.99,38.40,19.00,1.10,0.90,3.70,34.90,0.70,-999.99,707.00,-999.99
1984-06-26,6,HH,Oa,4.60,-999.99,28.00,8.10,29.30,30.00,N,16.10,-999.99,24.70,14.00,3.50,0.90,5.00,25.90,70.30,-999.99,834.90,-999.99
1984-06-26,6,HH,Bh,4.63,-999.99,48.50,20.30,5.50,19.70,N,3.30,-999.99,21.10,13.10,0.30,0.70,5.50,39.70,10.10,-999.99,603.00,-999.99
1984-06-26,6,HH,Bs,4.65,-999.99,41.60,17.10,4.10,14.40,N,0.80,-999.99,31.20,9.60,0.20,1.20,5.60,44.40,7.60,-999.99,408.00,-999.99
1984-06-26,6,LH,Oa,4.97,-999.99,64.00,6.40,64.50,43.70,N,24.00,-999.99,23.40,14.00,17.90,-999.99,9.00,38.90,36.40,-999.99,1630.00,-999.99
1984-06-26,6,LH,Bh,5.75,-999.99,83.30,9.30,19.80,40.70,N,7.50,-999.99,15.00,15.20,0.90,1.00,7.40,25.40,20.70,-999.99,1105.00,-999.99
1984-06-26,6,LH,Bs,5.19,-999.99,100.70,36.80,7.20,27.10,N,7.40,-999.99,9.80,4.20,0.10,2.30,10.20,45.50,4.30,-999.99,220.90,-999.99
1984-07-21,6,SFB,Oa,4.21,-999.99,-999.99,11.50,58.00,39.00,N,19.10,-999.99,41.10,39.30,10.80,1.70,4.50,46.50,6.30,-999.99,-999.99,-999.99
1984-07-21,6,SFB,Bh,4.92,-999.99,60.70,7.30,14.00,56.40,N,28.20,-999.99,24.50,22.50,0.30,1.20,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-07-21,6,SFB,Bs,4.70,-999.99,76.30,16.10,9.20,7.60,N,6.10,-999.99,-999.99,18.00,0.30,0.90,5.00,40.10,0.00,-999.99,646.00,-999.99
1984-07-21,6,HH,Oa,4.70,-999.99,48.30,7.00,23.00,34.70,N,13.00,-999.99,24.00,19.90,11.20,0.80,3.00,40.70,65.70,-999.99,-999.99,-999.99
1984-07-21,6,HH,Bh,4.51,-999.99,46.40,15.90,1.20,7.00,N,2.30,-999.99,16.50,14.10,0.30,1.00,4.60,40.80,5.20,-999.99,560.50,-999.99
1984-07-21,6,HH,Bs,4.57,-999.99,39.20,18.20,2.50,3.30,N,1.90,-999.99,28.90,10.70,0.30,1.00,5.90,44.80,3.10,-999.99,520.00,-999.99
1984-07-21,6,LH,Oa,4.89,-999.99,80.60,6.30,44.00,62.30,N,27.20,-999.99,16.80,16.60,15.60,1.40,5.10,50.80,31.10,-999.99,2506.00,-999.99
1984-07-21,6,LH,Bs,5.10,-999.99,36.00,40.20,1.20,22.60,N,5.80,-999.99,10.60,4.90,1.40,2.50,13.10,44.30,0.00,-999.99,220.00,-999.99
1984-08-23,6,SFB,Bs,4.83,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,12.60,43.00,3.80,-999.99,-999.99,-999.99
1984-08-23,6,HH,Oa,5.36,-999.99,-999.99,11.40,34.70,63.20,N,23.70,-999.99,14.10,12.70,-999.99,-999.99,11.90,68.90,58.80,-999.99,1301.50,-999.99
1984-08-23,6,HH,Bs,4.59,-999.99,-999.99,15.40,4.70,14.50,N,6.60,-999.99,23.70,13.10,-999.99,-999.99,4.30,45.30,2.10,-999.99,468.00,-999.99
1984-08-23,6,LH,Oa,5.43,-999.99,-999.99,11.40,41.70,77.70,N,42.40,-999.99,19.20,18.10,-999.99,-999.99,10.60,62.20,18.50,-999.99,2121.00,-999.99
1984-10-19,6,SFB,Oa,4.71,-999.99,47.00,5.50,30.00,40.30,N,20.80,-999.99,9.60,8.70,19.50,1.60,-999.99,48.10,77.50,-999.99,2346.00,-999.99
1984-10-19,6,SFB,Bh,4.85,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-10-19,6,SFB,Bs,4.75,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-10-19,6,HH,Oa,5.37,-999.99,60.80,11.40,110.50,46.30,N,18.00,-999.99,20.30,18.70,10.00,0.70,10.00,22.60,28.30,-999.99,1966.70,-999.99
1984-10-19,6,HH,Bh,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,4.40,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-10-19,6,LH,Oa,5.59,-999.99,88.90,11.80,106.80,66.80,N,26.80,-999.99,13.50,13.20,4.00,0.50,37.40,39.20,39.80,-999.99,1197.00,-999.99
1984-10-19,6,LH,Bh,4.52,-999.99,92.30,42.00,89.70,82.70,N,32.60,-999.99,14.00,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-11-29,6,SFB,Oa,3.97,-999.99,99.80,19.30,31.00,20.10,N,9.80,-999.99,20.60,19.30,2.70,1.20,41.70,84.80,15.00,-999.99,-999.99,-999.99
1984-11-29,6,SFB,Bh,4.64,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,16.00,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-11-29,6,SFB,Bs,4.53,-999.99,100.60,33.90,14.50,13.40,N,9.30,-999.99,37.90,18.10,5.10,1.10,52.50,61.00,7.00,-999.99,687.30,-999.99
1984-11-29,6,HH,Oa,4.74,-999.99,29.40,25.20,27.90,15.80,N,10.40,-999.99,15.30,15.10,7.20,0.40,17.40,38.40,40.30,-999.99,-999.99,-999.99
1984-11-29,6,HH,Bh,4.52,-999.99,62.40,27.70,12.00,5.70,N,3.30,-999.99,34.40,19.10,40.10,1.10,26.80,46.00,44.80,-999.99,695.00,-999.99
1984-11-29,6,HH,Bs,4.68,-999.99,66.80,27.90,7.20,4.90,N,3.10,-999.99,31.30,12.40,22.50,0.80,22.70,47.50,15.60,-999.99,378.00,-999.99
1984-11-29,6,LH,Oa,5.29,-999.99,42.30,8.50,175.50,30.70,N,12.00,-999.99,11.40,9.40,5.70,0.50,22.40,43.50,5.70,-999.99,-999.99,-999.99
1984-11-29,6,LH,Bh,4.68,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,8.40,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1984-11-29,6,LH,Bs,5.49,-999.99,90.60,49.70,9.90,32.10,N,17.70,-999.99,3.70,3.60,1.80,2.30,17.40,55.30,23.00,-999.99,299.20,-999.99
1985-01-05,6,SFB,Oa,4.02,-999.99,72.20,16.40,20.70,24.90,N,13.10,21.80,14.30,14.10,8.90,1.50,25.40,70.50,26.10,247.50,2409.50,-999.99
1985-01-05,6,SFB,Bh,4.43,-999.99,68.40,18.80,15.80,17.90,N,8.60,51.30,33.40,23.20,2.40,1.50,22.80,56.60,11.40,183.00,879.50,-999.99
1985-01-05,6,SFB,Bs,4.40,-999.99,123.10,32.90,14.80,16.00,N,8.50,-999.99,43.40,28.70,3.00,1.50,33.80,67.70,8.50,208.00,1170.20,-999.99
1985-01-05,6,HH,Oa,4.11,-999.99,-999.99,14.80,84.90,40.00,N,14.60,-999.99,32.00,22.20,34.30,1.30,17.00,-999.99,-999.99,124.00,-999.99,-999.99
1985-01-05,6,HH,Bh,4.49,-999.99,56.40,37.30,30.30,10.20,N,5.00,25.10,16.10,11.40,7.80,1.90,39.50,54.70,30.90,131.00,418.00,-999.99
1985-01-05,6,HH,Bs,4.52,-999.99,87.70,28.70,5.20,3.20,N,2.10,34.40,31.00,11.30,8.60,1.20,31.50,51.90,6.30,347.50,391.00,-999.99
1985-01-05,6,LH,Oa,5.56,-999.99,35.40,27.90,135.00,36.80,N,11.50,-999.99,7.60,7.50,42.90,0.40,29.10,30.80,19.80,253.00,1562.00,-999.99
1985-01-05,6,LH,Bs,5.32,-999.99,75.40,40.80,1.70,21.50,N,6.60,9.20,8.90,4.50,0.10,3.60,17.70,49.00,5.70,199.30,260.10,-999.99
1985-03-13,6,SFB,Bs,4.39,-999.99,107.70,23.90,8.70,13.50,N,9.10,55.40,50.40,17.80,-999.99,1.30,39.40,81.40,27.10,212.80,832.00,-999.99
1985-03-13,6,HH,Oa,-999.99,-999.99,56.20,28.50,31.30,35.60,N,12.30,-999.99,15.20,-999.99,-999.99,0.50,30.30,74.60,232.60,-999.99,-999.99,-999.99
1985-03-13,6,HH,Bh,4.35,-999.99,70.60,26.60,5.30,4.00,N,4.40,48.60,55.00,11.30,4.40,1.60,21.50,63.80,93.20,209.60,579.00,-999.99
1985-03-13,6,HH,Bs,4.56,-999.99,69.30,27.60,47.70,8.60,N,5.10,-999.99,46.90,8.20,1.80,1.10,18.60,59.90,43.80,215.00,450.00,-999.99
1985-03-13,6,LH,Oa,-999.99,-999.99,30.50,8.10,101.00,26.90,N,8.20,-999.99,15.20,8.20,-999.99,0.50,16.80,39.80,101.70,207.00,1800.00,-999.99
1985-03-13,6,LH,Bs,5.28,-999.99,96.70,-999.99,-999.99,-999.99,N,-999.99,18.00,10.00,2.60,0.80,1.80,15.10,53.60,13.00,220.90,275.00,-999.99
1985-04-15,6,SFB,Oa,4.03,-999.99,-999.99,19.30,43.90,54.10,N,27.20,-999.99,39.30,32.80,11.70,-999.99,25.40,95.80,96.80,103.30,-999.99,-999.99
1985-04-15,6,SFB,Bs,4.57,-999.99,107.70,28.70,9.30,11.40,N,9.20,-999.99,37.60,13.30,1.80,1.10,18.70,86.10,5.50,219.00,748.00,-999.99
1985-04-15,6,HH,Oa,4.51,-999.99,9.50,2.70,27.00,13.00,N,5.10,-999.99,26.40,21.20,5.20,0.40,3.70,13.40,38.30,100.00,1700.00,-999.99
1985-04-15,6,HH,Bh,4.40,-999.99,59.10,25.90,9.90,3.70,N,3.20,35.60,27.80,9.20,3.80,1.00,13.10,61.40,23.90,159.50,574.00,-999.99
1985-04-15,6,HH,Bs,4.60,-999.99,68.00,27.00,6.50,3.50,N,3.80,43.00,34.70,7.40,0.50,1.00,15.20,70.10,2.00,324.10,417.90,-999.99
1985-04-15,6,LH,Oa,6.12,-999.99,-999.99,12.20,96.80,23.40,N,14.40,-999.99,6.10,-999.99,-999.99,-999.99,16.20,53.90,85.20,-999.99,-999.99,-999.99
1985-04-15,6,LH,Bh,4.68,-999.99,-999.99,33.60,21.50,57.50,N,22.90,-999.99,10.40,-999.99,4.30,1.20,12.10,44.80,48.50,58.00,-999.99,-999.99
1985-04-15,6,LH,Bs,5.33,-999.99,98.90,38.80,5.90,24.60,N,6.70,17.60,8.70,3.90,2.00,1.90,11.40,58.00,8.80,214.60,281.00,-999.99
1985-05-15,6,SFB,Oa,4.06,-999.99,110.00,18.10,19.70,11.60,N,7.60,20.60,19.70,15.90,2.30,-999.99,11.30,68.90,14.50,206.30,1531.00,-999.99
1985-05-15,6,SFB,Bh,4.39,-999.99,-999.99,25.60,15.80,9.40,N,6.40,31.50,35.00,12.50,-999.99,1.50,19.10,80.80,10.80,190.00,670.00,-999.99
1985-05-15,6,SFB,Bs,4.55,-999.99,131.00,26.10,13.20,11.90,N,7.80,-999.99,41.50,12.90,1.00,1.50,11.30,71.60,17.50,135.00,616.00,-999.99
1985-05-15,6,HH,Oa,4.31,-999.99,64.10,4.90,47.70,23.20,N,10.20,-999.99,19.80,10.90,25.50,-999.99,9.80,52.90,71.50,65.90,1499.20,-999.99
1985-05-15,6,HH,Bh,4.49,-999.99,70.20,20.50,10.00,2.20,N,2.50,32.20,20.40,10.70,12.50,-999.99,10.10,50.80,11.10,152.50,652.50,-999.99
1985-05-15,6,HH,Bs,4.61,-999.99,63.60,22.90,7.70,2.50,N,2.40,37.50,31.90,7.40,10.10,-999.99,10.00,51.40,16.10,263.60,407.40,-999.99
1985-05-15,6,LH,Oa,4.70,-999.99,21.70,7.00,103.00,38.20,N,22.40,-999.99,8.70,7.50,37.60,-999.99,16.00,54.80,111.80,55.80,1192.00,-999.99
1985-05-15,6,LH,Bs,5.36,-999.99,95.00,33.30,2.90,23.10,N,4.60,-999.99,5.90,2.70,1.00,-999.99,11.50,46.60,6.40,-999.99,-999.99,-999.99
1985-06-18,6,SFB,Oa,4.00,-999.99,37.20,13.50,20.10,12.00,N,6.80,35.80,-999.99,-999.99,1.00,1.10,12.00,86.60,8.90,214.00,1735.00,-999.99
1985-06-18,6,SFB,Bh,4.34,-999.99,64.40,20.20,16.10,8.70,N,5.50,42.90,-999.99,-999.99,0.30,1.20,14.00,102.00,5.80,272.00,274.00,-999.99
1985-06-18,6,SFB,Bs,4.56,-999.99,-999.99,20.90,11.00,9.60,N,6.70,49.60,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1985-06-18,6,HH,Oa,3.79,-999.99,23.10,7.30,114.00,18.60,N,10.50,8.10,-999.99,-999.99,33.90,0.80,15.60,108.10,209.60,155.00,1744.00,-999.99
1985-06-18,6,HH,Bh,4.44,-999.99,54.40,18.10,10.10,4.80,N,3.80,29.90,-999.99,-999.99,1.00,0.90,10.30,87.30,16.70,216.00,443.00,-999.99
1985-06-18,6,HH,Bs,4.54,-999.99,62.90,24.40,8.30,4.00,N,3.30,33.50,-999.99,-999.99,0.30,1.10,11.10,91.40,29.70,449.30,335.30,-999.99
1985-06-18,6,LH,Oa,4.39,-999.99,92.40,14.50,63.20,49.60,N,22.90,32.60,-999.99,-999.99,35.70,0.80,12.40,93.50,159.60,-999.99,-999.99,-999.99
1985-06-18,6,LH,Bs,5.02,-999.99,86.00,43.10,3.30,16.90,N,5.90,10.90,-999.99,-999.99,2.00,2.60,13.70,84.80,0.00,213.00,175.00,-999.99
1985-07-12,6,SFB,Oa,4.10,-999.99,33.60,13.70,18.80,25.60,N,14.30,37.90,23.70,21.70,12.60,1.30,12.50,82.50,13.70,275.20,3406.50,-999.99
1985-07-12,6,SFB,Bh,4.43,-999.99,71.00,22.10,16.00,12.50,N,8.00,39.40,19.50,22.00,9.30,1.30,13.20,98.30,15.90,278.00,1083.00,-999.99
1985-07-12,6,SFB,Bs,4.49,-999.99,76.60,24.10,9.90,13.40,N,8.40,39.90,32.60,16.70,5.40,1.40,13.60,99.80,6.70,350.00,638.40,-999.99
1985-07-12,6,HH,Oa,4.12,-999.99,15.70,6.50,89.00,16.70,N,9.50,-999.99,10.60,9.00,40.00,1.40,10.00,92.20,163.40,172.00,2035.70,-999.99
1985-07-12,6,HH,Bh,4.39,-999.99,36.40,19.60,4.40,8.10,N,4.80,33.20,35.00,15.30,-999.99,1.60,11.50,84.10,90.80,223.00,612.00,-999.99
1985-07-12,6,HH,Bs,4.63,-999.99,50.40,26.90,4.00,6.80,N,4.80,31.60,28.10,10.60,4.70,1.30,14.50,87.20,22.50,487.80,436.50,-999.99
1985-07-12,6,LH,Oa,4.76,-999.99,72.60,6.70,89.00,54.80,N,25.00,25.50,16.60,14.30,112.40,3.00,11.00,97.00,187.70,220.10,2433.50,-999.99
1985-07-12,6,LH,Bh,5.65,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,7.20,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1985-07-12,6,LH,Bs,5.22,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,7.00,3.60,9.30,0.70,16.70,76.60,5.10,129.00,239.00,-999.99
1985-08-15,6,SFB,Oa,3.96,-999.99,48.60,6.20,52.00,24.70,N,12.50,-999.99,-999.99,-999.99,19.30,1.20,25.30,76.60,32.40,331.20,2740.80,-999.99
1985-08-15,6,HH,Oa,4.10,-999.99,75.00,7.30,60.90,17.80,N,8.60,-999.99,-999.99,-999.99,81.40,0.70,19.90,80.20,110.90,60.20,1897.70,-999.99
1985-08-15,6,LH,Oa,5.06,-999.99,109.00,7.00,98.60,49.20,N,18.70,-999.99,-999.99,-999.99,243.00,-999.99,14.40,88.40,264.30,189.00,1608.00,-999.99
1985-08-15,6,LH,Bh,6.23,-999.99,-999.99,-999.99,-999.99,-999.99,N,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99
1985-09-15,6,SFB,Oa,4.08,-999.99,18.30,4.80,49.60,26.80,N,14.40,24.70,13.60,12.00,16.60,0.70,11.60,51.20,21.70,460.30,2968.70,-999.99
1985-09-15,6,SFB,Bh,4.32,-999.99,102.00,29.20,10.00,12.40,N,9.40,51.30,36.70,28.00,1.90,1.20,20.20,100.30,6.90,290.00,950.00,-999.99
1985-09-15,6,SFB,Bs,4.56,-999.99,131.00,35.20,9.40,13.80,N,10.00,-999.99,40.50,19.10,1.90,1.20,21.30,81.90,38.30,286.00,951.50,-999.99
1985-09-15,6,HH,Oa,4.14,-999.99,22.80,4.00,27.70,17.10,N,7.20,28.50,17.60,2.20,26.00,0.40,8.70,45.10,32.50,258.40,2091.20,-999.99
1985-09-15,6,HH,Bs,4.56,-999.99,88.60,27.40,2.50,5.20,N,4.10,34.00,23.70,9.50,1.30,0.90,5.60,73.20,12.20,500.80,497.60,-999.99
1985-09-15,6,LH,Oa,4.48,-999.99,64.30,3.70,49.80,57.90,N,22.20,36.90,25.50,22.80,6.70,0.50,4.70,45.10,116.60,256.00,2321.90,-999.99
1985-09-15,6,LH,Bh,5.97,-999.99,156.50,22.20,13.50,74.70,N,24.10,33.90,18.40,21.80,-999.99,1.00,-999.99,-999.99,-999.99,112.00,-999.99,-999.99
1985-10-15,6,SFB,Oa,3.98,-999.99,49.50,8.80,21.80,23.20,N,12.00,32.10,24.50,13.00,8.70,1.30,37.70,40.80,6.10,480.90,4041.90,-999.99
1985-10-15,6,SFB,Bh,4.14,-999.99,119.00,21.30,4.90,15.00,N,7.60,46.80,53.60,22.40,1.60,1.40,15.00,58.70,1.30,347.00,2325.00,-999.99
